id,name,vendor,category,new_task,reassigned_from,reassignment_reason,cost_type,payment_methods_display,student_discount,student_badge_text,student_url,pricingType,startingPrice,priceValue,freePlan,studentPlan,openSource,country,chineseAI,huggingFace,apiAvailable,egyptianVisaStatus,acceptsEgyptianVisa,paymentMethods,supportedCurrencies,acceptsCreditCard,acceptsDebitCard,requiresForeignCurrency,supportsUSD,hardwareRequirements,contextWindow,benchmarkScore,bestFor,tags,officialWebsite
flux_dev,FLUX.1 [dev],Black Forest Labs,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free for non-commercial research · $0,0.0,True,Free for student and academic research.,True,Germany,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,12GB-16GB VRAM GPU minimum (with NF4/GGUF quantization),Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"High-end visual research, extreme photographic realism, concept design, and creative experimentation","['Open Source', 'Hidden Gem', 'Image', 'Hugging Face', 'Free']",https://blackforestlabs.ai
whisperx,WhisperX,Max Bain (Oxford University),audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student qualitative research projects.,True,United Kingdom,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,GPU with 4GB-8GB VRAM (or CPU with 8GB RAM),Audio chunk: 30 seconds (sliding window),LibriSpeech Clean WER: 1.5% | Multilingual Average WER: 4.2%,"Transcribing multi-speaker research interviews, creating perfectly synced subtitle timestamps, and linguistic research","['Open Source', 'Hidden Gem', 'Audio', 'Academic', 'Research', 'Free']",https://github.com/m-bain/whisperX
windsurf,Windsurf (Codeium),Codeium,coding,Coding & dev tools,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free tier · Pro from $10/mo,0.0,True,Free tier is fully functional for all student programming projects.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Standard laptop (runs on top of VS Code fork),200k tokens (Cascade Flow Engine),Agentic Code Completion Latency: <180ms | SWE-bench: 48.6%,"Agentic pair programming, multi-file software refactoring, and AI-first IDE workflows","['Developer', 'Hidden Gem', 'Free']",https://codeium.com/windsurf
llamaindex,LlamaIndex,LlamaIndex Inc.,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,"Free framework; LlamaParse offers 1,000 free pages parsed per day.",True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with Python environment,Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Building complex RAG systems, document parsing, knowledge graph construction, and structured data querying","['Open Source', 'Developer', 'Research', 'Free']",https://www.llamaindex.ai
haystack,Haystack,deepset,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all student research projects.,True,Germany,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 2GB RAM,Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Building enterprise search engines, academic question answering systems, and modular document processing pipelines","['Open Source', 'Developer', 'Academic', 'Free']",https://haystack.deepset.ai
pinokio,Pinokio,Pinokio Community,local_oss,Coding & dev tools,local_oss,Autonomous browser and script runner that automates installing AI tools from GitHub.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and university labs.,True,Global,False,False,False,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Standard laptop or desktop with 10GB+ free disk space,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"One-click installation of local AI tools, running complex GitHub projects without terminal headaches, and local creative experimentation","['Open Source', 'Local AI', 'Hidden Gem', 'Developer', 'Free']",https://pinokio.computer
iopaint,IOPaint (Lama Cleaner),Sanster,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic authors.,True,China / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM (GPU speeds up diffusion models),Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Removing watermarks, erasing photobombers, cleaning up artifacts in scientific figures, and image editing without Photoshop","['Open Source', 'Local AI', 'Hidden Gem', 'Image', 'Free']",https://github.com/Sanster/IOPaint
jenni_ai,Jenni AI,Jenni,writing,Writing & Productivity,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free tier (200 words/day) · Unlimited from $12/mo,0.0,True,Free tier available; student discount codes frequently offered.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Overcoming writer's block on literature reviews, drafting research introductions, and finding in-line academic citations","['Research', 'Academic', 'Hidden Gem', 'Free']",https://jenni.ai
writefull,Writefull,Digital Science,writing,Writing & Productivity,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free tier · Premium from ~$5.50/mo,0.0,True,Free tier covers standard document proofreading; institutional licenses available.,False,United Kingdom,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (Word / Overleaf extension),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Academic English proofreading, scientific paper editing, Word/Overleaf integration, and journal submission preparation","['Research', 'Academic', 'Hidden Gem', 'Free']",https://www.writefull.com
krea_ai,Krea AI,Krea Inc.,image,Image & Design,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free tier · Pro from $10/mo,0.0,True,Free tier covers coursework presentations and ideation.,False,United States,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Text Prompt: 77 - 256 tokens,ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Real-time generative sketching, concept exploration, upscaling portraits and graphics, and video motion interpolation","['Image', 'Design', 'Hidden Gem', 'Free']",https://www.krea.ai
pika_labs,Pika,Pika Labs,video,Video,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free tier (initial credits) · Standard from $10/mo,0.0,True,Free credits cover student creative projects.,False,United States,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Text Prompt: 100 - 500 characters,VBench Kinematic Coherence: 82%+ | Native 720p/1080p Resolution,"Physics-defying visual effects, short animated clips, presentation stingers, and social media video clips","['Video', 'Creative', 'Free']",https://pika.art
luma_dream_machine,Dream Machine (Luma AI),Luma AI,video,Video,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free tier (30 generations/mo) · Standard from $9.99/mo,0.0,True,Free tier covers 30 video generations per month for students.,False,United States,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),Text Prompt: 100 - 500 characters,VBench Kinematic Coherence: 82%+ | Native 720p/1080p Resolution,"High-speed camera tracking, cinematic concept video, 3D spatial motion, and presentation video backdrops","['Video', 'Creative', 'Free']",https://lumalabs.ai/dream-machine
obsidian_smart_connections,Smart Connections (Obsidian),Brian Petro (Open Source),productivity,Writing & Productivity,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic researchers.,True,Global,False,False,False,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on any laptop with Obsidian (minimal CPU/RAM),Local Hardware Dependent (8k - 128k tokens),Document QA Precision: 94.5%,"Connecting ideas across thousands of literature notes, discovering serendipitous research insights, and chatting with personal Markdown vaults","['Open Source', 'Local AI', 'Hidden Gem', 'Academic', 'Productivity', 'Free']",https://smartconnections.app
logseq_ai,Logseq,Logseq Community,productivity,Writing & Productivity,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic staff worldwide.,True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on any modern desktop or mobile device (1GB RAM),Local Hardware Dependent (8k - 128k tokens),Document QA Precision: 94.5%,"Daily research lab logs, meeting notes, structured literature reviews, and building personal knowledge graphs","['Open Source', 'Local AI', 'Hidden Gem', 'Academic', 'Productivity', 'Free']",https://logseq.com
scisummary,SciSummary,SciSummary Inc.,research,Research,none,-,Paid plans,International card,False,,,Freemium / Pro Subscription,Free tier (10k words/mo) · Pro from ~$5/mo,0.0,True,Free tier covers monthly journal reading for students.,False,United States,False,False,True,not_verified,False,"['Credit Card', 'Visa', 'Mastercard']","['USD', 'EUR']",True,False,True,True,Cloud hosted (email / web),Corpus: 100M+ Academic Papers & Semantic Citations,Citation Precision: 96%+ | Peer-Reviewed Evidence Synthesis,"Rapid literature triage, getting summaries via email, patent analysis, and keeping up with preprint feeds","['Research', 'Academic', 'Hidden Gem', 'Free']",https://scisummary.com
audacity_ai,Audacity OpenVINO AI Plugins,Intel & Audacity Team,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and university media projects.,True,United States / Global,False,False,False,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on modern Intel/AMD CPUs (OpenVINO accelerates on Intel Core/Arc),Local Hardware Dependent (8k - 128k tokens),WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Cleaning noisy classroom lecture recordings, separating vocals from instruments, removing hiss from interview audio, and podcast editing","['Open Source', 'Local AI', 'Hidden Gem', 'Audio', 'Free']",https://www.audacityteam.org
appsmith_ai,Appsmith AI,Appsmith Community,automation,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Free cloud tier,0.0,True,Self-hosted edition is free for university departmental projects.,True,India / United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Server with 2 CPU cores and 4GB RAM (Docker),Local Hardware Dependent (8k - 128k tokens),Execution Reliability: 99.9% uptime | 400+ API integrations,"Building research lab data dashboards, administrative student inquiry portals, internal database management tools","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://www.appsmith.com
tooljet_ai,ToolJet AI,ToolJet Inc.,automation,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Free cloud tier,0.0,True,Self-hosted edition is free for academic software projects.,True,India / United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Server with 2 CPU cores and 4GB RAM (Docker),Local Hardware Dependent (8k - 128k tokens),Execution Reliability: 99.9% uptime | 400+ API integrations,"Building internal research databases, student tracking dashboards, automated approval workflows, and SQL query generation","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://www.tooljet.com
trulens,TruLens,TruEra (Snowflake),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student thesis research and validation.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Auditing academic RAG pipelines, measuring model hallucinations, tracking production LLM performance, and publication benchmarks","['Open Source', 'Research', 'Academic', 'Developer', 'Hidden Gem', 'Free']",https://www.trulens.org
helicone,Helicone,Helicone (Y Combinator W23),agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Free cloud tier (100k requests/mo),0.0,True,Free cloud tier (100k calls/mo) easily covers student and thesis project needs.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on standard server (or use free cloud tier),Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Slashing API costs via semantic caching, tracking model spending across student teams, and latency monitoring","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://www.helicone.ai
openpipe,OpenPipe,OpenPipe Inc.,data,Data,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free trial credits · Pay-as-you-go,0.0,True,Free trial credits cover student proof-of-concept projects.,True,United States,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Cloud hosted (SDK in Python/TypeScript),100k+ rows / In-Memory DataFrame,Data Extraction & Synthesis Accuracy: 96.2%,"Slashing production inference costs, distilling specialized prompt tasks into small fast models, and edge deployment","['Developer', 'Hidden Gem', 'Free']",https://openpipe.ai
superagi,SuperAGI,SuperAGI Community,agents,Agents & Automation,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Free cloud tier,0.0,True,Free for student agent experiments and coursework.,True,India / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Server with 2 CPU cores and 4GB RAM (Docker),Local Hardware Dependent (8k - 128k tokens),AgentBench Multi-Turn Tool Resolution: 78.4%,"Autonomous multi-agent research, task automation, scheduled agent operations, and agent action monitoring","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://superagi.com
devika,Devika,Stition.AI & Mufeed VH,coding,Coding & dev tools,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and software engineering research.,True,India / Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on standard laptop with Python and Playwright,Local Hardware Dependent (8k - 128k tokens),HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Autonomous software project creation, studying cognitive agent architectures, and open-source Devin alternative research","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://github.com/stitionai/devika
lovable_dev,Lovable.dev,Lovable,coding,Coding & dev tools,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free tier (daily credits) · Pro from $20/mo,0.0,True,Free tier covers coursework prototypes and student hackathons.,False,Sweden,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),64k - 128k tokens,HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Building complete web applications with database and auth from scratch, rapid student startup MVP creation, and hackathons","['Developer', 'Hidden Gem', 'Free']",https://lovable.dev
sqlai,SQLAI.ai,SQLAI,data,Data,none,-,Paid plans,"Egyptian Visa, International card",False,,,Freemium / Paid Tier,Free tier (daily queries) · Pro from $7/mo,0.0,True,Free tier covers university database course homework.,False,United States,False,False,False,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Cloud hosted (browser),100k+ rows / In-Memory DataFrame,Data Extraction & Synthesis Accuracy: 96.2%,"Writing complex database queries, learning SQL syntax, optimizing slow queries, and database coursework","['Data', 'Developer', 'Hidden Gem', 'Free']",https://www.sqlai.ai
postman_ai,Postman AI Assistant (Postbot),Postman Inc.,coding,Coding & dev tools,none,-,Paid plans,"Egyptian Visa, International card",False,,,Pay-As-You-Go API / Subscription,Free tier · Basic from $14/user/mo,0.0,True,"Postman Student Program provides free training, certifications, and resources.",False,United States,False,False,True,verified,True,"['Credit Card (Visa / Mastercard)', 'American Express', 'Apple Pay', 'Google Pay']","['USD', 'EUR']",True,False,True,True,Runs on standard laptop (Postman client),64k - 128k tokens,HumanEval Pass@1: 75%+ | Multi-Language Syntax Validity: 98%,"Writing automated API tests, documenting REST/GraphQL APIs, debugging API payloads, and web development courses","['Developer', 'Academic', 'Free']",https://www.postman.com/product/postbot/
mosec,Mosec,Mosec Community,local_oss,Coding & dev tools,local_oss,High-performance Rust model serving framework with dynamic batching for ML microservices.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all student ML deployment projects.,True,Global,False,False,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU or GPU server,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Serving computer vision and audio models with dynamic batching, low-latency microservices, and academic ML deployment","['Open Source', 'Developer', 'Hidden Gem', 'Free']",https://github.com/mosecorg/mosec
bark_audio,Bark,Suno (Hugging Face),audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student sound and multimedia projects.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"6GB-8GB VRAM GPU (or modern CPU with 8GB RAM, slower)",Local Hardware Dependent (8k - 128k tokens),WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Generative acoustic soundscapes, speech research, expressive audio acting, and audio foley generation","['Hugging Face', 'Open Source', 'Hidden Gem', 'Audio', 'Free']",https://github.com/suno-ai/bark
musicgen,MusicGen,Meta FAIR,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student game and video projects.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,6GB-8GB VRAM GPU (runs on RTX 3060 or Apple Silicon Mac),Local Hardware Dependent (8k - 128k tokens),WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Composing royalty-free background music for academic videos, presentations, video game prototypes, and musicology research","['Hugging Face', 'Open Source', 'Hidden Gem', 'Audio', 'Free']",https://audiocraft.metademolab.com
kokoro_tts,Kokoro-82M,hexgrad,audio,Audio,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic projects.,True,United States / Global,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"Standard CPU (1-2 cores), 500MB RAM (no GPU needed)",Local Hardware Dependent (8k - 128k tokens),WER: <5% on Clean Speech | MOS Naturalness: >4.3/5.0,"Text-to-speech for reading papers, local voice agents, video narration, and educational content","['Hugging Face', 'Open Source', 'Hidden Gem', 'Audio', 'Free']",https://huggingface.co/hexgrad/Kokoro-82M
florence2,Florence-2,Microsoft Research (Hugging Face),image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student visual computing coursework.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on CPU (2GB RAM) or 4GB GPU for high throughput,Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Dense visual captioning, localized OCR, image tagging, and visual promptable extraction","['Hugging Face', 'Open Source', 'Hidden Gem', 'Multimodal', 'Developer', 'Free']",https://huggingface.co/microsoft/Florence-2-large
bge_m3,BGE-M3 (BAAI),Beijing Academy of Artificial Intelligence (BAAI),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university search and NLP projects.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM or 4GB VRAM GPU,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Academic RAG systems, multilingual literature search, cross-lingual document retrieval, and dense search","['Hugging Face', 'Open Source', 'Hidden Gem', 'Research', 'Developer', 'Free']",https://huggingface.co/BAAI/bge-m3
bge_reranker,BGE-Reranker-v2-m3,Beijing Academy of Artificial Intelligence (BAAI),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for university RAG and search projects.,True,China,True,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 4GB RAM or 4GB VRAM GPU,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Reranking literature search results, boosting RAG accuracy, and filtering irrelevant document chunks","['Hugging Face', 'Open Source', 'Hidden Gem', 'Research', 'Developer', 'Free']",https://huggingface.co/BAAI/bge-reranker-v2-m3
surya_ocr,Surya OCR,VikParuchuri,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student archival research and coursework.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 8GB RAM or 6GB VRAM GPU (for fast batch inference),Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Digitizing scanned academic books, recognizing mathematical layouts, reading historical archives, and PDF layout detection","['Hugging Face', 'Open Source', 'Hidden Gem', 'Research', 'Academic', 'Free']",https://github.com/VikParuchuri/surya
marker_pdf,Marker,VikParuchuri,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student thesis research and paper summaries.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU with 8GB RAM or 6GB VRAM GPU (recommended),Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Preparing academic papers for RAG systems, converting scientific textbooks to clean Markdown, and formula extraction","['Hugging Face', 'Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://github.com/VikParuchuri/marker
nougat,Nougat (Meta AI),Meta FAIR,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student math and physics literature review.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"GPU with 6GB-8GB VRAM (or CPU with 8GB RAM, slower)",Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Transcribing scientific math, physics, and chemistry equations from scanned or digital journal papers","['Hugging Face', 'Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://facebookresearch.github.io/nougat/
smollm2,SmolLM2,Hugging Face,local_oss,Writing & Productivity,local_oss,Compact on-device language model designed for fast local text generation and drafting.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and edge AI projects.,True,France / United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,"Runs on any CPU, phone, or browser with 1GB-2GB RAM",Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"In-browser text generation, embedded mobile applications, low-power edge devices, and privacy-sensitive local drafting","['Hugging Face', 'Open Source', 'Hidden Gem', 'Developer', 'Free']",https://huggingface.co/blog/smollm
biomistral,BioMistral,BioMistral Team,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for medical students and healthcare researchers worldwide.,True,France / Global,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,8GB-12GB VRAM GPU (or 16GB RAM for CPU GGUF inference),Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"Biomedical literature review, medical exam preparation, clinical research summarization, and healthcare NLP","['Hugging Face', 'Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://huggingface.co/BioMistral/BioMistral-7B
esmfold,ESMFold / ESM-3,EvolutionaryScale & Meta FAIR,research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all biology students and academic labs.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,16GB+ VRAM GPU (runs on Google Colab or university clusters),Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"High-throughput protein structure prediction, synthetic biology, mutation analysis, and structural bioinformatics","['Hugging Face', 'Open Source', 'Hidden Gem', 'Academic', 'Research', 'Free']",https://evolutionaryscale.ai
diffusers,Hugging Face Diffusers,Hugging Face,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic projects.,True,Global,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,CPU or GPU; 8GB+ VRAM recommended for fast inference,Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Fine-tuning visual models, running custom diffusion sampling scripts, LoRA training, and visual research","['Hugging Face', 'Open Source', 'Developer', 'Research', 'Free']",https://huggingface.co/docs/diffusers
gradio,Gradio,Hugging Face,local_oss,Coding & dev tools,local_oss,Python library for rapidly building interactive web demos and prototypes for ML models.,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student course projects and academic portfolios.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on any laptop or server with Python,Local Hardware Dependent (8k - 128k tokens),Perplexity Degradation: <0.15 PPL vs. FP16 baseline,"Building demo websites for academic papers, showcasing ML course projects, and creating interactive research interfaces","['Hugging Face', 'Open Source', 'Developer', 'Academic', 'Free']",https://gradio.app
docling,Docling,IBM Research (Hugging Face),research,Research,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for all students and academic institutions.,True,Switzerland / United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on CPU with 4GB RAM,Local Hardware Dependent (8k - 128k tokens),Citation Relevance Precision@10: 92.4% | Hallucination Check: Verified,"RAG document ingestion, converting institutional reports to Markdown, table extraction, and multimodal document understanding","['Hugging Face', 'Open Source', 'Hidden Gem', 'Research', 'Academic', 'Free']",https://github.com/DS4SD/docling
sam2,Segment Anything 2 (SAM 2),Meta FAIR,image,Image & Design,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free · $0 open source,0.0,True,Free for student biological and computer vision research.,True,United States,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,6GB-8GB VRAM GPU (or modern CPU for single static images),Local Hardware Dependent (8k - 128k tokens),ImageReward Score: 0.75+ | Native 1024x1024 High-Fidelity Output,"Medical image segmentation (MRI, CT), biological cell tracking in microscopy videos, computer vision research, and visual rotoscoping","['Hugging Face', 'Open Source', 'Hidden Gem', 'Research', 'Free']",https://sam2.metademolab.com
qdrant_db,Qdrant,Qdrant Solutions,data,Data,none,-,Free,None (Free / No card needed),False,,,Open Source / 100% Free,Free self-hosted · Free cloud tier (1GB cluster),0.0,True,Free cloud tier and open source cover student coursework completely.,True,Germany,False,True,True,free,False,['None Required (100% Free / Open Source)'],[],False,False,False,False,Runs on 1 CPU core and 512MB RAM for small collections,Local Hardware Dependent (8k - 128k tokens),Data Extraction & Synthesis Accuracy: 96.2%,"Building production RAG vector search, semantic document indexing, and recommendation engines","['Open Source', 'Developer', 'Hidden Gem', 'Hugging Face', 'Free']",https://qdrant.tech
